Satellite list
SAT14	SAT15	SAT01	SAT19	SAT20	SAT21	SAT18	SAT07	SAT13	SAT15	SAT22	SAT06	SAT03	SAT10	SAT04	SAT16	SAT12	SAT05	SAT23	SAT08	SAT02	SAT17	SAT09	SAT11	SAT27	SAT37	SAT26	SAT29	SAT24	SAT43	SAT31	SAT38	SAT41	SAT25	SAT35	SAT40	SAT47	SAT46	SAT30	SAT34	
 Task number     Satellite      Priority      Duration      Earliest        Latest    Repetitive    Number occ  Min time lag  Max time lag
      TASK72         SAT08             4          5328        150559       1209600             0             0             0             0
      TASK73         SAT08             4          4772         60551       1209600             0             0             0             0
      TASK74         SAT08             4          6208         59268       1209600             0             0             0             0
      TASK75         SAT02             4          3961        117959       1209600             0             0             0             0
      TASK76         SAT02             4          5041        253029       1209600             0             0             0             0
      TASK77         SAT02             4          6758        184413       1209600             0             0             0             0
      TASK78         SAT17             4          6495         41003       1209600             0             0             0             0
      TASK79         SAT17             4          6654         52471       1209600             0             0             0             0
      TASK80         SAT17             4          7059        143777       1209600             0             0             0             0
      TASK81         SAT09             4          5223        100422       1209600             0             0             0             0
      TASK82         SAT09             4          6235         95829       1209600             0             0             0             0
      TASK83         SAT09             4          6805         64078       1209600             0             0             0             0
      TASK84         SAT11             4          5215         78468       1209600             0             0             0             0
      TASK85         SAT11             4          7459        245729       1209600             0             0             0             0
      TASK86         SAT11             4          4146        169110       1209600             0             0             0             0
      TASK87         SAT11             4          7459        178034       1209600             0             0             0             0
      TASK88         SAT27             4          6317         97204       1209600             0             0             0             0
      TASK89         SAT27             4          7312        220954       1209600             0             0             0             0
      TASK90         SAT27             4          4193        133096       1209600             0             0             0             0
      TASK91         SAT27             4          6997         12529       1209600             0             0             0             0
      TASK92         SAT37             4          4770         25538       1209600             0             0             0             0
      TASK93         SAT37             4          7171        258309       1209600             0             0             0             0
      TASK94         SAT37             4          3711        231556       1209600             0             0             0             0
      TASK95         SAT37             4          5622        111762       1209600             0             0             0             0
      TASK96         SAT26             4          6486        152771       1209600             0             0             0             0
      TASK97         SAT26             4          5709        102107       1209600             0             0             0             0
      TASK98         SAT26             4          4886        212944       1209600             0             0             0             0
      TASK99         SAT26             4          7117         53640       1209600             0             0             0             0
     TASK100         SAT29             4          3703        183744       1209600             0             0             0             0
     TASK101         SAT29             4          7701        203191       1209600             0             0             0             0
     TASK102         SAT29             4          5615        213737       1209600             0             0             0             0
     TASK103         SAT29             4          6226         68328       1209600             0             0             0             0
     TASK104         SAT24             4          3790        215224       1209600             0             0             0             0
     TASK105         SAT24             4          3873         76995       1209600             0             0             0             0
     TASK106         SAT24             4          4151        150082       1209600             0             0             0             0
     TASK107         SAT24             4          7809        253118       1209600             0             0             0             0
     TASK108         SAT43             4          7270        194843       1209600             0             0             0             0
     TASK109         SAT43             4          3739        224000       1209600             0             0             0             0
     TASK110         SAT43             4          4870        194075       1209600             0             0             0             0
     TASK111         SAT43             4          5564        127576       1209600             0             0             0             0
     TASK112         SAT31             4          5103        221351       1209600             0             0             0             0
     TASK113         SAT31             4          6730        113402       1209600             0             0             0             0
     TASK114         SAT31             4          6654         14467       1209600             0             0             0             0
     TASK115         SAT31             4          7722        129979       1209600             0             0             0             0
     TASK116         SAT38             4          5842        220358       1209600             0             0             0             0
     TASK117         SAT38             4          3887        117056       1209600             0             0             0             0
     TASK118         SAT38             4          7087        128113       1209600             0             0             0             0
     TASK119         SAT38             4          4356        241926       1209600             0             0             0             0
     TASK120         SAT41             4          7619         99966       1209600             0             0             0             0
     TASK121         SAT41             4          4552         19768       1209600             0             0             0             0
     TASK122         SAT41             4          5007        175264       1209600             0             0             0             0
     TASK123         SAT41             4          7775         78458       1209600             0             0             0             0
     TASK124         SAT25             4          4386        134106       1209600             0             0             0             0
     TASK125         SAT25             4          6066        186571       1209600             0             0             0             0
     TASK126         SAT25             4          5926         93748       1209600             0             0             0             0
     TASK127         SAT35             4          7429         45490       1209600             0             0             0             0
     TASK128         SAT35             4          6967         91403       1209600             0             0             0             0
     TASK129         SAT35             4          6437        101651       1209600             0             0             0             0
     TASK130         SAT40             4          6016         79657       1209600             0             0             0             0
     TASK131         SAT40             4          6339        198239       1209600             0             0             0             0
     TASK132         SAT40             4          4816        219181       1209600             0             0             0             0
     TASK133         SAT40             4          7244        215190       1209600             0             0             0             0
     TASK134         SAT47             4          5032        103151       1209600             0             0             0             0
     TASK135         SAT47             4          7777         82068       1209600             0             0             0             0
     TASK136         SAT47             4          3646          8261       1209600             0             0             0             0
     TASK137         SAT47             4          6403        128574       1209600             0             0             0             0
     TASK138         SAT46             4          6393         86999       1209600             0             0             0             0
     TASK139         SAT46             4          7712         67505       1209600             0             0             0             0
     TASK140         SAT46             4          5955        118012       1209600             0             0             0             0
     TASK141         SAT46             4          3814        232231       1209600             0             0             0             0
     TASK142         SAT30             4          7446        153324       1209600             0             0             0             0
     TASK143         SAT30             4          7521        237518       1209600             0             0             0             0
     TASK144         SAT30             4          7627        227962       1209600             0             0             0             0
     TASK145         SAT30             4          6218        226320       1209600             0             0             0             0
     TASK146         SAT34             4          3884        175759       1209600             0             0             0             0
     TASK147         SAT34             4          7128          5730       1209600             0             0             0             0
     TASK148         SAT34             4          4094         80523       1209600             0             0             0             0
     TASK149         SAT34             4          7447          2394       1209600             0             0             0             0
     TASK150         SAT14             8          2302             0       1207298             1            -1         25200         43200
     TASK154         SAT15             8          2321             0       1207279             1            -1         25200         43200
     TASK158         SAT01             8          2247             0       1207353             1            -1         25200         43200
     TASK162         SAT19             8          1820             0       1207780             1            -1         25200         43200
     TASK166         SAT20             8          2141             0       1207459             1            -1         25200         43200
     TASK170         SAT21             8          2193             0       1207407             1            -1         25200         43200
     TASK174         SAT18             8          1837             0       1207763             1            -1         25200         43200
     TASK178         SAT07             8          2121             0       1207479             1            -1         25200         43200
     TASK182         SAT13             8          2220             0       1207380             1            -1         25200         43200
     TASK186         SAT22             8          2220             0       1207380             1            -1         25200         43200
     TASK190         SAT06             8          1875             0       1207725             1            -1         25200         43200
     TASK194         SAT03             8          1891             0       1207709             1            -1         25200         43200
     TASK198         SAT10             8          1973             0       1207627             1            -1         25200         43200
     TASK202         SAT04             8          2318             0       1207282             1            -1         25200         43200
     TASK206         SAT16             8          1993             0       1207607             1            -1         25200         43200
     TASK210         SAT12             8          2178             0       1207422             1            -1         25200         43200
     TASK214         SAT05             8          1839             0       1207761             1            -1         25200         43200
     TASK218         SAT23             8          2107             0       1207493             1            -1         25200         43200
     TASK222         SAT08             8          1870             0       1207730             1            -1         25200         43200
     TASK226         SAT02             8          2104             0       1207496             1            -1         25200         43200
     TASK230         SAT17             8          2092             0       1207508             1            -1         25200         43200
     TASK234         SAT09             8          2379             0       1207221             1            -1         25200         43200
     TASK238         SAT11             8          2089             0       1207511             1            -1         25200         43200
     TASK242         SAT27             8          1996             0       1207604             1            -1         25200         43200
     TASK249         SAT37             8          2330             0       1207270             1            -1         25200         43200
     TASK256         SAT26             8          1804             0       1207796             1            -1         25200         43200
     TASK263         SAT29             8          1834             0       1207766             1            -1         25200         43200
     TASK270         SAT24             8          2026             0       1207574             1            -1         25200         43200
     TASK277         SAT43             8          1852             0       1207748             1            -1         25200         43200
     TASK284         SAT31             8          1975             0       1207625             1            -1         25200         43200
     TASK291         SAT38             8          1859             0       1207741             1            -1         25200         43200
     TASK298         SAT41             8          2211             0       1207389             1            -1         25200         43200
     TASK305         SAT25             8          2374             0       1207226             1            -1         25200         43200
     TASK312         SAT35             8          1929             0       1207671             1            -1         25200         43200
     TASK319         SAT40             8          2347             0       1207253             1            -1         25200         43200
     TASK326         SAT47             8          1853             0       1207747             1            -1         25200         43200
     TASK333         SAT46             8          2284             0       1207316             1            -1         25200         43200
     TASK340         SAT30             8          2323             0       1207277             1            -1         25200         43200
     TASK347         SAT34             8          2002             0       1207598             1            -1         25200         43200
