         Sat           Ant         Start           End
       SAT01         ANT12         11917         24656
       SAT01          ANT4        919117        931856
       SAT01         ANT12        919117        931856
       SAT01          ANT4         59725         82981
       SAT01         ANT12         59725         82981
       SAT01          ANT4        966925        990181
       SAT01         ANT12        966925        990181
       SAT01          ANT4        108976        126882
       SAT01         ANT12        108976        126882
       SAT01          ANT4       1016176       1034082
       SAT01         ANT12       1016176       1034082
       SAT01          ANT4        164657        181541
       SAT01         ANT12        164657        181541
       SAT01          ANT4       1071857       1088741
       SAT01         ANT12       1071857       1088741
       SAT01          ANT4        208121        232124
       SAT01         ANT12        208121        232124
       SAT01          ANT4       1115321       1139324
       SAT01         ANT12       1115321       1139324
       SAT01          ANT4        266256        278756
       SAT01         ANT12        266256        278756
       SAT01          ANT4       1173456       1185956
       SAT01         ANT12       1173456       1185956
       SAT01          ANT4        311679        336381
       SAT01         ANT12        311679        336381
       SAT01          ANT4        363838        379577
       SAT01         ANT12        363838        379577
       SAT01          ANT4        417156        436278
       SAT01         ANT12        417156        436278
       SAT01          ANT4        461803        484049
       SAT01         ANT12        461803        484049
       SAT01          ANT4        520065        533341
       SAT01         ANT12        520065        533341
       SAT01          ANT4        563891        589258
       SAT01         ANT12        563891        589258
       SAT01          ANT4        618767        632673
       SAT01         ANT12        618767        632673
       SAT01          ANT4        669333        690656
       SAT01         ANT12        669333        690656
       SAT01          ANT4        715981        736109
       SAT01         ANT12        715981        736109
       SAT01          ANT4        773365        788220
       SAT01         ANT12        773365        788220
       SAT01          ANT4        816541        841652
       SAT01         ANT12        816541        841652
       SAT01          ANT4        873514        886245
       SAT01         ANT12        873514        886245
       SAT24          ANT7             0          9908
       SAT24          ANT9             0          9908
       SAT24          ANT7        907200        917108
       SAT24          ANT9        907200        917108
       SAT24          ANT7         18105         43318
       SAT24          ANT9         18105         43318
       SAT24          ANT7        925305        950518
       SAT24          ANT9        925305        950518
       SAT24          ANT7        122555        162537
       SAT24          ANT9        122555        162537
       SAT24          ANT7       1029755       1069737
       SAT24          ANT9       1029755       1069737
       SAT24          ANT7        241865        266624
       SAT24          ANT9        241865        266624
       SAT24          ANT7       1149065       1173824
       SAT24          ANT9       1149065       1173824
       SAT24          ANT7        274290        294082
       SAT24          ANT9        274290        294082
       SAT24          ANT7       1181490       1201282
       SAT24          ANT9       1181490       1201282
       SAT24          ANT7        374183        412801
       SAT24          ANT9        374183        412801
       SAT24          ANT7        490842        519987
       SAT24          ANT9        490842        519987
       SAT24          ANT7        534541        544342
       SAT24          ANT9        534541        544342
       SAT24          ANT7        602626        610847
       SAT24          ANT9        602626        610847
       SAT24          ANT7        626505        656496
       SAT24          ANT9        626505        656496
       SAT24          ANT7        734163        772375
       SAT24          ANT9        734163        772375
       SAT24          ANT7        852604        871554
       SAT24          ANT9        852604        871554
       SAT24          ANT7        879696        904867
       SAT24          ANT9        879696        904867
       SAT24          ANT5         71407        110938
       SAT24         ANT10         71407        110938
       SAT24          ANT5        978607       1018138
       SAT24         ANT10        978607       1018138
       SAT24          ANT5        190620        215598
       SAT24         ANT10        190620        215598
       SAT24          ANT5       1097820       1122798
       SAT24         ANT10       1097820       1122798
       SAT24          ANT5        225616        242192
       SAT24         ANT10        225616        242192
       SAT24          ANT5       1132816       1149392
       SAT24         ANT10       1132816       1149392
       SAT24          ANT5        323372        360419
       SAT24         ANT10        323372        360419
       SAT24          ANT5        435280        468712
       SAT24         ANT10        435280        468712
       SAT24          ANT5        486053        493402
       SAT24         ANT10        486053        493402
       SAT24          ANT5        551043        563193
       SAT24         ANT10        551043        563193
       SAT24          ANT5        576037        604954
       SAT24         ANT10        576037        604954
       SAT24          ANT5        682104        721002
       SAT24         ANT10        682104        721002
       SAT24          ANT5        801452        821900
       SAT24         ANT10        801452        821900
       SAT24          ANT5        830041        852923
       SAT24         ANT10        830041        852923
       SAT24          ANT1         40390         69722
       SAT24          ANT2         40390         69722
       SAT24          ANT1        947590        976922
       SAT24          ANT2        947590        976922
       SAT24          ANT1        149776        191990
       SAT24          ANT2        149776        191990
       SAT24          ANT1       1056976       1099190
       SAT24          ANT2       1056976       1099190
       SAT24          ANT1        272377        319673
       SAT24          ANT2        272377        319673
       SAT24          ANT1       1179577       1209600
       SAT24          ANT2       1179577       1209600
       SAT24          ANT1        399532        443369
       SAT24          ANT2        399532        443369
       SAT24          ANT1        523247        570649
       SAT24          ANT2        523247        570649
       SAT24          ANT1        650827        693824
       SAT24          ANT2        650827        693824
       SAT24          ANT1        773810        802912
       SAT24          ANT2        773810        802912
       SAT24          ANT1        811162        819874
       SAT24          ANT2        811162        819874
       SAT24          ANT1        901938        907200
       SAT24          ANT2        901938        907200
       SAT24          ANT3         52861         82617
       SAT24         ANT11         52861         82617
       SAT24          ANT3        960061        989817
       SAT24         ANT11        960061        989817
       SAT24          ANT3        108856        119062
       SAT24         ANT11        108856        119062
       SAT24          ANT3       1016056       1026262
       SAT24         ANT11       1016056       1026262
       SAT24          ANT3        162340        182322
       SAT24         ANT11        162340        182322
       SAT24          ANT3       1069540       1089522
       SAT24         ANT11       1069540       1089522
       SAT24          ANT3        202730        225433
       SAT24         ANT11        202730        225433
       SAT24          ANT3       1109930       1132633
       SAT24         ANT11       1109930       1132633
       SAT24          ANT3        268035        274702
       SAT24         ANT11        268035        274702
       SAT24          ANT3       1175235       1181902
       SAT24         ANT11       1175235       1181902
       SAT24          ANT3        304350        334805
       SAT24         ANT11        304350        334805
       SAT24          ANT3        366045        371162
       SAT24         ANT11        366045        371162
       SAT24          ANT3        413428        437191
       SAT24         ANT11        413428        437191
       SAT24          ANT3        457862        476721
       SAT24         ANT11        457862        476721
       SAT24          ANT3        520177        531720
       SAT24         ANT11        520177        531720
       SAT24          ANT3        556799        586003
       SAT24         ANT11        556799        586003
       SAT24          ANT3        663853        691130
       SAT24         ANT11        663853        691130
       SAT24          ANT3        713842        728538
       SAT24         ANT11        713842        728538
       SAT24          ANT3        772213        788182
       SAT24         ANT11        772213        788182
       SAT24          ANT3        810116        836405
       SAT24         ANT11        810116        836405
       SAT24          ANT6             0         12612
       SAT24          ANT8             0         12612
       SAT24          ANT6        907200        919812
       SAT24          ANT8        907200        919812
       SAT24          ANT6         27863         38918
       SAT24          ANT8         27863         38918
       SAT24          ANT6        935063        946118
       SAT24          ANT8        935063        946118
       SAT24          ANT6         95039        105587
       SAT24          ANT8         95039        105587
       SAT24          ANT6       1002239       1012787
       SAT24          ANT8       1002239       1012787
       SAT24          ANT6        120126        150869
       SAT24          ANT8        120126        150869
       SAT24          ANT6       1027326       1058069
       SAT24          ANT8       1027326       1058069
       SAT24          ANT6        226876        265084
       SAT24          ANT8        226876        265084
       SAT24          ANT6       1134076       1172284
       SAT24          ANT8       1134076       1172284
       SAT24          ANT6        345302        364722
       SAT24          ANT8        345302        364722
       SAT24          ANT6        373749        399118
       SAT24          ANT8        373749        399118
       SAT24          ANT6        477338        516815
       SAT24          ANT8        477338        516815
       SAT24          ANT6        596085        620732
       SAT24          ANT8        596085        620732
       SAT24          ANT6        630106        649840
       SAT24          ANT8        630106        649840
       SAT24          ANT6        729158        767029
       SAT24          ANT8        729158        767029
       SAT24          ANT6        844862        874189
       SAT24          ANT8        844862        874189
       SAT24          ANT6        889532        900460
       SAT24          ANT8        889532        900460
       SAT24          ANT4          9389         21857
       SAT24         ANT12          9389         21857
       SAT24          ANT4        916589        929057
       SAT24         ANT12        916589        929057
       SAT24          ANT4         55636         79871
       SAT24         ANT12         55636         79871
       SAT24          ANT4        962836        987071
       SAT24         ANT12        962836        987071
       SAT24          ANT4        106695        123227
       SAT24         ANT12        106695        123227
       SAT24          ANT4       1013895       1030427
       SAT24         ANT12       1013895       1030427
       SAT24          ANT4        160965        179236
       SAT24         ANT12        160965        179236
       SAT24          ANT4       1068165       1086436
       SAT24         ANT12       1068165       1086436
       SAT24          ANT4        205064        228030
       SAT24         ANT12        205064        228030
       SAT24          ANT4       1112264       1135230
       SAT24         ANT12       1112264       1135230
       SAT24          ANT4        263402        276275
       SAT24         ANT12        263402        276275
       SAT24          ANT4       1170602       1183475
       SAT24         ANT12       1170602       1183475
       SAT24          ANT4        307722        332944
       SAT24         ANT12        307722        332944
       SAT24          ANT4        361626        376164
       SAT24         ANT12        361626        376164
       SAT24          ANT4        413256        433766
       SAT24         ANT12        413256        433766
       SAT24          ANT4        459062        480014
       SAT24         ANT12        459062        480014
       SAT24          ANT4        516885        531071
       SAT24         ANT12        516885        531071
       SAT24          ANT4        560194        585510
       SAT24         ANT12        560194        585510
       SAT24          ANT4        616472        629547
       SAT24         ANT12        616472        629547
       SAT24          ANT4        665278        687862
       SAT24         ANT12        665278        687862
       SAT24          ANT4        713512        732242
       SAT24         ANT12        713512        732242
       SAT24          ANT4        769907        786006
       SAT24         ANT12        769907        786006
       SAT24          ANT4        813160        837661
       SAT24         ANT12        813160        837661
       SAT24          ANT4        870983        883450
       SAT24         ANT12        870983        883450
       SAT02          ANT7             0          9365
       SAT02          ANT9             0          9365
       SAT02          ANT7        907200        916565
       SAT02          ANT9        907200        916565
       SAT49          ANT7             0          9365
       SAT49          ANT9             0          9365
       SAT49          ANT7        907200        916565
       SAT49          ANT9        907200        916565
       SAT02          ANT7         16107         38452
       SAT02          ANT9         16107         38452
       SAT02          ANT7        923307        945652
       SAT02          ANT9        923307        945652
       SAT49          ANT7         16107         38452
       SAT49          ANT9         16107         38452
       SAT49          ANT7        923307        945652
       SAT49          ANT9        923307        945652
       SAT02          ANT7        118178        157722
       SAT02          ANT9        118178        157722
       SAT02          ANT7       1025378       1064922
       SAT02          ANT9       1025378       1064922
       SAT49          ANT7        118178        157722
       SAT49          ANT9        118178        157722
       SAT49          ANT7       1025378       1064922
       SAT49          ANT9       1025378       1064922
       SAT02          ANT7        236489        263610
       SAT02          ANT9        236489        263610
       SAT02          ANT7       1143689       1170810
       SAT02          ANT9       1143689       1170810
       SAT49          ANT7        236489        263610
       SAT49          ANT9        236489        263610
       SAT49          ANT7       1143689       1170810
       SAT49          ANT9       1143689       1170810
       SAT02          ANT7        274962        289196
       SAT02          ANT9        274962        289196
       SAT02          ANT7       1182162       1196396
       SAT02          ANT9       1182162       1196396
       SAT49          ANT7        274962        289196
       SAT49          ANT9        274962        289196
       SAT49          ANT7       1182162       1196396
       SAT49          ANT9       1182162       1196396
       SAT02          ANT7        370270        404667
       SAT02          ANT9        370270        404667
       SAT49          ANT7        370270        404667
       SAT49          ANT9        370270        404667
       SAT02          ANT7        480402        516255
       SAT02          ANT9        480402        516255
       SAT49          ANT7        480402        516255
       SAT49          ANT9        480402        516255
       SAT02          ANT7        597053        612670
       SAT02          ANT9        597053        612670
       SAT49          ANT7        597053        612670
       SAT49          ANT9        597053        612670
       SAT02          ANT7        623030        649594
       SAT02          ANT9        623030        649594
       SAT49          ANT7        623030        649594
       SAT49          ANT9        623030        649594
       SAT02          ANT7        728516        768257
       SAT02          ANT9        728516        768257
       SAT49          ANT7        728516        768257
       SAT49          ANT9        728516        768257
       SAT02          ANT7        847866        870979
       SAT02          ANT9        847866        870979
       SAT49          ANT7        847866        870979
       SAT49          ANT9        847866        870979
       SAT02          ANT7        877729        900007
       SAT02          ANT9        877729        900007
       SAT49          ANT7        877729        900007
       SAT49          ANT9        877729        900007
       SAT02          ANT5         67256        105773
       SAT02         ANT10         67256        105773
       SAT02          ANT5        974456       1012973
       SAT02         ANT10        974456       1012973
       SAT49          ANT5         67256        105773
       SAT49         ANT10         67256        105773
       SAT49          ANT5        974456       1012973
       SAT49         ANT10        974456       1012973
       SAT02          ANT5        184899        212378
       SAT02         ANT10        184899        212378
       SAT02          ANT5       1092099       1119578
       SAT02         ANT10       1092099       1119578
       SAT49          ANT5        184899        212378
       SAT49         ANT10        184899        212378
       SAT49          ANT5       1092099       1119578
       SAT49         ANT10       1092099       1119578
       SAT02          ANT5        226366        237012
       SAT02         ANT10        226366        237012
       SAT02          ANT5       1133566       1144212
       SAT02         ANT10       1133566       1144212
       SAT49          ANT5        226366        237012
       SAT49         ANT10        226366        237012
       SAT49          ANT5       1133566       1144212
       SAT49         ANT10       1133566       1144212
       SAT02          ANT5        297011        303823
       SAT02         ANT10        297011        303823
       SAT02          ANT5       1204211       1209600
       SAT02         ANT10       1204211       1209600
       SAT49          ANT5        297011        303823
       SAT49         ANT10        297011        303823
       SAT49          ANT5       1204211       1209600
       SAT49         ANT10       1204211       1209600
       SAT02          ANT5        319650        351522
       SAT02         ANT10        319650        351522
       SAT49          ANT5        319650        351522
       SAT49         ANT10        319650        351522
       SAT02          ANT5        427159        464925
       SAT02         ANT10        427159        464925
       SAT49          ANT5        427159        464925
       SAT49         ANT10        427159        464925
       SAT02          ANT5        545850        563672
       SAT02         ANT10        545850        563672
       SAT49          ANT5        545850        563672
       SAT49         ANT10        545850        563672
       SAT02          ANT5        572969        597381
       SAT02         ANT10        572969        597381
       SAT49          ANT5        572969        597381
       SAT49         ANT10        572969        597381
       SAT02          ANT5        677165        716769
       SAT02         ANT10        677165        716769
       SAT49          ANT5        677165        716769
       SAT49         ANT10        677165        716769
       SAT02          ANT5        796695        820293
       SAT02         ANT10        796695        820293
       SAT49          ANT5        796695        820293
       SAT49         ANT10        796695        820293
       SAT02          ANT5        828831        848185
       SAT02         ANT10        828831        848185
       SAT49          ANT5        828831        848185
       SAT49         ANT10        828831        848185
       SAT02          ANT3         12006         16592
       SAT02         ANT11         12006         16592
       SAT02          ANT3        919206        923792
       SAT02         ANT11        919206        923792
       SAT49          ANT3         12006         16592
       SAT49         ANT11         12006         16592
       SAT49          ANT3        919206        923792
       SAT49         ANT11        919206        923792
       SAT02          ANT3         48379         78800
       SAT02         ANT11         48379         78800
       SAT02          ANT3        955579        986000
       SAT02         ANT11        955579        986000
       SAT49          ANT3         48379         78800
       SAT49         ANT11         48379         78800
       SAT49          ANT3        955579        986000
       SAT49         ANT11        955579        986000
       SAT02          ANT3        107968        115110
       SAT02         ANT11        107968        115110
       SAT02          ANT3       1015168       1022310
       SAT02         ANT11       1015168       1022310
       SAT49          ANT3        107968        115110
       SAT49         ANT11        107968        115110
       SAT49          ANT3       1015168       1022310
       SAT49         ANT11       1015168       1022310
       SAT02          ANT3        157815        180175
       SAT02         ANT11        157815        180175
       SAT02          ANT3       1065015       1087375
       SAT02         ANT11       1065015       1087375
       SAT49          ANT3        157815        180175
       SAT49         ANT11        157815        180175
       SAT49          ANT3       1065015       1087375
       SAT49         ANT11       1065015       1087375
       SAT02          ANT3        200530        220868
       SAT02         ANT11        200530        220868
       SAT02          ANT3       1107730       1128068
       SAT02         ANT11       1107730       1128068
       SAT49          ANT3        200530        220868
       SAT49         ANT11        200530        220868
       SAT49          ANT3       1107730       1128068
       SAT49         ANT11       1107730       1128068
       SAT02          ANT3        264076        273846
       SAT02         ANT11        264076        273846
       SAT02          ANT3       1171276       1181046
       SAT02         ANT11       1171276       1181046
       SAT49          ANT3        264076        273846
       SAT49         ANT11        264076        273846
       SAT49          ANT3       1171276       1181046
       SAT49         ANT11       1171276       1181046
       SAT02          ANT3        300481        330382
       SAT02         ANT11        300481        330382
       SAT02          ANT3       1207681       1209600
       SAT02         ANT11       1207681       1209600
       SAT49          ANT3        300481        330382
       SAT49         ANT11        300481        330382
       SAT49          ANT3       1207681       1209600
       SAT49         ANT11       1207681       1209600
       SAT02          ANT3        408451        434461
       SAT02         ANT11        408451        434461
       SAT49          ANT3        408451        434461
       SAT49         ANT11        408451        434461
       SAT02          ANT3        456209        472518
       SAT02         ANT11        456209        472518
       SAT49          ANT3        456209        472518
       SAT49         ANT11        456209        472518
       SAT02          ANT3        516183        530528
       SAT02         ANT11        516183        530528
       SAT49          ANT3        516183        530528
       SAT49         ANT11        516183        530528
       SAT02          ANT3        553474        581004
       SAT02         ANT11        553474        581004
       SAT49          ANT3        553474        581004
       SAT49         ANT11        553474        581004
       SAT02          ANT3        658826        687848
       SAT02         ANT11        658826        687848
       SAT49          ANT3        658826        687848
       SAT49         ANT11        658826        687848
       SAT02          ANT3        712621        724534
       SAT02         ANT11        712621        724534
       SAT49          ANT3        712621        724534
       SAT49         ANT11        712621        724534
       SAT02          ANT3        768031        786568
       SAT02         ANT11        768031        786568
       SAT49          ANT3        768031        786568
       SAT49         ANT11        768031        786568
       SAT02          ANT3        807341        831399
       SAT02         ANT11        807341        831399
       SAT49          ANT3        807341        831399
       SAT49         ANT11        807341        831399
       SAT02          ANT3        873572        878224
       SAT02         ANT11        873572        878224
       SAT49          ANT3        873572        878224
       SAT49         ANT11        873572        878224
       SAT02          ANT1         17126         64093
       SAT02          ANT2         17126         64093
       SAT02          ANT1        924326        971293
       SAT02          ANT2        924326        971293
       SAT49          ANT1         17126         64093
       SAT49          ANT2         17126         64093
       SAT49          ANT1        924326        971293
       SAT49          ANT2        924326        971293
       SAT02          ANT1        143983        187588
       SAT02          ANT2        143983        187588
       SAT02          ANT1       1051183       1094788
       SAT02          ANT2       1051183       1094788
       SAT49          ANT1        143983        187588
       SAT49          ANT2        143983        187588
       SAT49          ANT1       1051183       1094788
       SAT49          ANT2       1051183       1094788
       SAT02          ANT1        267565        315022
       SAT02          ANT2        267565        315022
       SAT02          ANT1       1174765       1209600
       SAT02          ANT2       1174765       1209600
       SAT49          ANT1        267565        315022
       SAT49          ANT2        267565        315022
       SAT49          ANT1       1174765       1209600
       SAT49          ANT2       1174765       1209600
       SAT02          ANT1        394999        438605
       SAT02          ANT2        394999        438605
       SAT49          ANT1        394999        438605
       SAT49          ANT2        394999        438605
       SAT02          ANT1        518495        565465
       SAT02          ANT2        518495        565465
       SAT49          ANT1        518495        565465
       SAT49          ANT2        518495        565465
       SAT02          ANT1        646368        684530
       SAT02          ANT2        646368        684530
       SAT49          ANT1        646368        684530
       SAT49          ANT2        646368        684530
       SAT02          ANT1        759270        797777
       SAT02          ANT2        759270        797777
       SAT49          ANT1        759270        797777
       SAT49          ANT2        759270        797777
       SAT02          ANT1        878663        907200
       SAT02          ANT2        878663        907200
       SAT49          ANT1        878663        907200
       SAT49          ANT2        878663        907200
       SAT02          ANT6             0          8942
       SAT02          ANT8             0          8942
       SAT02          ANT6        907200        916142
       SAT02          ANT8        907200        916142
       SAT49          ANT6             0          8942
       SAT49          ANT8             0          8942
       SAT49          ANT6        907200        916142
       SAT49          ANT8        907200        916142
       SAT02          ANT6         89714        106299
       SAT02          ANT8         89714        106299
       SAT02          ANT6        996914       1013499
       SAT02          ANT8        996914       1013499
       SAT49          ANT6         89714        106299
       SAT49          ANT8         89714        106299
       SAT49          ANT6        996914       1013499
       SAT49          ANT8        996914       1013499
       SAT02          ANT6        116886        143929
       SAT02          ANT8        116886        143929
       SAT02          ANT6       1024086       1051129
       SAT02          ANT8       1024086       1051129
       SAT49          ANT6        116886        143929
       SAT49          ANT8        116886        143929
       SAT49          ANT6       1024086       1051129
       SAT49          ANT8       1024086       1051129
       SAT02          ANT6        221634        260980
       SAT02          ANT8        221634        260980
       SAT02          ANT6       1128834       1168180
       SAT02          ANT8       1128834       1168180
       SAT49          ANT6        221634        260980
       SAT49          ANT8        221634        260980
       SAT49          ANT6       1128834       1168180
       SAT49          ANT8       1128834       1168180
       SAT02          ANT6        340565        363585
       SAT02          ANT8        340565        363585
       SAT49          ANT6        340565        363585
       SAT49          ANT8        340565        363585
       SAT02          ANT6        372003        394199
       SAT02          ANT8        372003        394199
       SAT49          ANT6        372003        394199
       SAT49          ANT8        372003        394199
       SAT02          ANT6        473087        511966
       SAT02          ANT8        473087        511966
       SAT49          ANT6        473087        511966
       SAT49          ANT8        473087        511966
       SAT02          ANT6        590584        617763
       SAT02          ANT8        590584        617763
       SAT49          ANT6        590584        617763
       SAT49          ANT8        590584        617763
       SAT02          ANT6        630364        645079
       SAT02          ANT8        630364        645079
       SAT49          ANT6        630364        645079
       SAT49          ANT8        630364        645079
       SAT02          ANT6        706695        707622
       SAT02          ANT8        706695        707622
       SAT49          ANT6        706695        707622
       SAT49          ANT8        706695        707622
       SAT02          ANT6        725369        759458
       SAT02          ANT8        725369        759458
       SAT49          ANT6        725369        759458
       SAT49          ANT8        725369        759458
       SAT02          ANT6        833823        870514
       SAT02          ANT8        833823        870514
       SAT49          ANT6        833823        870514
       SAT49          ANT8        833823        870514
       SAT02          ANT4          6663         19264
       SAT02         ANT12          6663         19264
       SAT02          ANT4        913863        926464
       SAT02         ANT12        913863        926464
       SAT49          ANT4          6663         19264
       SAT49         ANT12          6663         19264
       SAT49          ANT4        913863        926464
       SAT49         ANT12        913863        926464
       SAT02          ANT4         51610         76557
       SAT02         ANT12         51610         76557
       SAT02          ANT4        958810        983757
       SAT02         ANT12        958810        983757
       SAT49          ANT4         51610         76557
       SAT49         ANT12         51610         76557
       SAT49          ANT4        958810        983757
       SAT49         ANT12        958810        983757
       SAT02          ANT4        104473        119719
       SAT02         ANT12        104473        119719
       SAT02          ANT4       1011673       1026919
       SAT02         ANT12       1011673       1026919
       SAT49          ANT4        104473        119719
       SAT49         ANT12        104473        119719
       SAT49          ANT4       1011673       1026919
       SAT49         ANT12       1011673       1026919
       SAT02          ANT4        157139        176813
       SAT02         ANT12        157139        176813
       SAT02          ANT4       1064339       1084013
       SAT02         ANT12       1064339       1084013
       SAT49          ANT4        157139        176813
       SAT49         ANT12        157139        176813
       SAT49          ANT4       1064339       1084013
       SAT49         ANT12       1064339       1084013
       SAT02          ANT4        202207        223955
       SAT02         ANT12        202207        223955
       SAT02          ANT4       1109407       1131155
       SAT02         ANT12       1109407       1131155
       SAT49          ANT4        202207        223955
       SAT49         ANT12        202207        223955
       SAT49          ANT4       1109407       1131155
       SAT49         ANT12       1109407       1131155
       SAT02          ANT4        260341        273943
       SAT02         ANT12        260341        273943
       SAT02          ANT4       1167541       1181143
       SAT02         ANT12       1167541       1181143
       SAT49          ANT4        260341        273943
       SAT49         ANT12        260341        273943
       SAT49          ANT4       1167541       1181143
       SAT49         ANT12       1167541       1181143
