Satellite list
SAT18	SAT04	SAT08	SAT10	SAT02	SAT07	SAT03	SAT05	SAT22	SAT01	SAT15	SAT12	SAT14	SAT17	SAT11	SAT15	SAT09	SAT20	SAT19	SAT16	SAT21	SAT06	SAT23	SAT13	SAT39	SAT46	SAT31	SAT25	SAT40	SAT37	SAT41	SAT32	SAT38	SAT35	SAT34	SAT24	SAT33	SAT27	SAT43	SAT28	SAT42	SAT26	SAT44	SAT47	
 Task number     Satellite      Priority      Duration      Earliest        Latest    Repetitive    Number occ  Min time lag  Max time lag
      TASK40         SAT04             8          2371             0       1207229             1            -1         25200         43200
      TASK44         SAT08             8          2207             0       1207393             1            -1         25200         43200
      TASK48         SAT10             8          2018             0       1207582             1            -1         25200         43200
      TASK52         SAT02             8          1801             0       1207799             1            -1         25200         43200
      TASK56         SAT07             8          2071             0       1207529             1            -1         25200         43200
      TASK60         SAT03             8          1822             0       1207778             1            -1         25200         43200
      TASK64         SAT05             8          2247             0       1207353             1            -1         25200         43200
      TASK68         SAT22             8          2166             0       1207434             1            -1         25200         43200
      TASK72         SAT01             8          2134             0       1207466             1            -1         25200         43200
      TASK76         SAT15             8          2230             0       1207370             1            -1         25200         43200
      TASK80         SAT12             8          1929             0       1207671             1            -1         25200         43200
      TASK84         SAT14             8          1968             0       1207632             1            -1         25200         43200
      TASK88         SAT17             8          2198             0       1207402             1            -1         25200         43200
      TASK92         SAT11             8          1900             0       1207700             1            -1         25200         43200
      TASK96         SAT09             8          1951             0       1207649             1            -1         25200         43200
     TASK100         SAT20             8          2063             0       1207537             1            -1         25200         43200
     TASK104         SAT19             8          1868             0       1207732             1            -1         25200         43200
     TASK108         SAT16             8          1900             0       1207700             1            -1         25200         43200
     TASK112         SAT21             8          2150             0       1207450             1            -1         25200         43200
     TASK116         SAT06             8          2250             0       1207350             1            -1         25200         43200
     TASK120         SAT23             8          1985             0       1207615             1            -1         25200         43200
     TASK124         SAT13             8          1860             0       1207740             1            -1         25200         43200
     TASK128         SAT39             8          1944             0       1207656             1            -1         25200         43200
     TASK135         SAT46             8          1932             0       1207668             1            -1         25200         43200
     TASK142         SAT31             8          2151             0       1207449             1            -1         25200         43200
     TASK149         SAT25             8          1995             0       1207605             1            -1         25200         43200
     TASK156         SAT40             8          2296             0       1207304             1            -1         25200         43200
     TASK163         SAT37             8          2204             0       1207396             1            -1         25200         43200
     TASK170         SAT41             8          2063             0       1207537             1            -1         25200         43200
     TASK177         SAT32             8          2245             0       1207355             1            -1         25200         43200
     TASK184         SAT38             8          2108             0       1207492             1            -1         25200         43200
     TASK191         SAT35             8          2376             0       1207224             1            -1         25200         43200
     TASK198         SAT34             8          2326             0       1207274             1            -1         25200         43200
     TASK205         SAT24             8          1992             0       1207608             1            -1         25200         43200
     TASK212         SAT33             8          2399             0        602401             1            -1         25200         43200
     TASK213         SAT33             5          8256             0        596544             1            15         15000            -1
     TASK214         SAT33             5          1305             0        603495             1             3          1305            -1
     TASK215         SAT33             5          4235             0        600565             1             3         72000            -1
     TASK216         SAT33             5           900             0        603900             1            30           900            -1
     TASK217         SAT33             8          2221        604800       1207379             1            -1         25200         43200
     TASK224         SAT27             8          2047             0        602753             1            -1         25200         43200
     TASK225         SAT27             5          7837             0        596963             1            15         15000            -1
     TASK226         SAT27             5          1264             0        603536             1             3          1264            -1
     TASK227         SAT27             5          5914             0        598886             1             3         72000            -1
     TASK228         SAT27             5           900             0        603900             1            30           900            -1
     TASK229         SAT27             8          2105        604800       1207495             1            -1         25200         43200
     TASK236         SAT43             8          2137             0        602663             1            -1         25200         43200
     TASK237         SAT43             5          7874             0        596926             1            15         15000            -1
     TASK238         SAT43             5          1100             0        603700             1             3          1100            -1
     TASK239         SAT43             5          5053             0        599747             1             3         72000            -1
     TASK240         SAT43             5           900             0        603900             1            30           900            -1
     TASK241         SAT43             8          2328        604800       1207272             1            -1         25200         43200
     TASK248         SAT28             8          1964             0        602836             1            -1         25200         43200
     TASK249         SAT28             5          7951             0        596849             1            15         15000            -1
     TASK250         SAT28             5          1454             0        603346             1             3          1454            -1
     TASK251         SAT28             5          4989             0        599811             1             3         72000            -1
     TASK252         SAT28             5           900             0        603900             1            30           900            -1
     TASK253         SAT28             8          2258        604800       1207342             1            -1         25200         43200
     TASK260         SAT42             8          2117             0        602683             1            -1         25200         43200
     TASK261         SAT42             4         24856             0        579944             1             4         72000            -1
     TASK262         SAT42             9           900             0        603900             1            28           900            -1
     TASK263         SAT42             8          2273        604800       1207327             1            -1         25200         43200
     TASK264         SAT42             4         32400        604800       1177200             1             6         72000            -1
     TASK265         SAT42             9           900        604800       1208700             1            -1          1800            -1
     TASK266         SAT26             8          2121             0        602679             1            -1         25200         43200
     TASK267         SAT26             4         27358             0        577442             1             4         72000            -1
     TASK268         SAT26             9           900             0        603900             1            28           900            -1
     TASK269         SAT26             8          2095        604800       1207505             1            -1         25200         43200
     TASK270         SAT26             4         32400        604800       1177200             1             6         72000            -1
     TASK271         SAT26             9           900        604800       1208700             1            -1          1800            -1
     TASK272         SAT44             8          2352             0        602448             1            -1         25200         43200
     TASK273         SAT44             4         28276             0        576524             1             4         72000            -1
     TASK274         SAT44             9           900             0        603900             1            28           900            -1
     TASK275         SAT44             8          2262        604800       1207338             1            -1         25200         43200
     TASK276         SAT44             4         32400        604800       1177200             1             6         72000            -1
     TASK277         SAT44             9           900        604800       1208700             1            -1          1800            -1
     TASK278         SAT47             8          2255             0        602545             1            -1         25200         43200
     TASK279         SAT47             4         22166             0        582634             1             4         72000            -1
     TASK280         SAT47             9           900             0        603900             1            28           900            -1
     TASK281         SAT47             8          2203        604800       1207397             1            -1         25200         43200
     TASK282         SAT47             4         32400        604800       1177200             1             6         72000            -1
     TASK283         SAT47             9           900        604800       1208700             1            -1          1800            -1
